Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Battery / Mileage,Notable Features,Price Min (Lakh),Price Max (Lakh),Price Avg (Lakh),Is EV,Fuel Type Clean
BYD,Atto 3,2019,Electric Hatchback,Petrol,18,6.00 - 12.00,4316,18.3 kmpl,"EBD, ABS, TPMS, 360 Camera, Cruise Control, Leather Seats, AC, Power Windows, HUD, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol
Audi,Q5,2018,SUV,Petrol,5,10.00 - 30.00,5305,20.3 kmpl,"360 Camera, ADAS, Airbags, Hill Hold, Power Windows, AC, Cruise Control, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
Honda,City,2022,Electric Hatchback,Petrol,23,6.00 - 12.00,2576,15.8 kmpl,"ABS, EBD, Sunroof, Power Windows, AC, Ventilated Seats, Leather Seats, Apple CarPlay",6.0,12.0,9.0,ICE/Hybrid,Petrol
Mercedes,GLA,2021,Luxury,Diesel,25,30.00 - 100.00,283,18.8 kmpl,"360 Camera, ADAS, EBD, Sunroof, Cruise Control, Leather Seats, Power Windows, Ventilated Seats, Apple CarPlay, HUD, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Diesel
Force,Gurkha,2015,Compact SUV,Petrol,6,7.00 - 18.00,6996,20.0 kmpl,"TPMS, 360 Camera, EBD, Hill Hold, Sunroof, Cruise Control, AC, Ventilated Seats, Wireless Charging, Apple CarPlay, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol
Renault,Kiger,2022,Hatchback,Diesel,25,3.50 - 8.50,11231,25.3 kmpl,"EBD, TPMS, Airbags, Ventilated Seats, Leather Seats, Power Windows, Voice Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Diesel
Volkswagen,Taigun,2021,MPV,Petrol/CNG,12,8.00 - 20.00,3523,22.4 kmpl,"360 Camera, Hill Hold, Sunroof, Cruise Control, Power Windows, Leather Seats, Connected Car, HUD, Apple CarPlay",8.0,20.0,14.0,ICE/Hybrid,Petrol/CNG
Nissan,Magnite,2017,SUV,Petrol,3,10.00 - 30.00,4476,16.4 kmpl,"ABS, Hill Hold, EBD, ADAS, Touchscreen, Ventilated Seats, Power Windows, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol
Volkswagen,Virtus,2023,SUV,Petrol,12,10.00 - 30.00,7048,24.9 kmpl,"EBD, Airbags, Cruise Control, Touchscreen, Sunroof, Leather Seats, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Petrol
Mahindra,Scorpio,2017,Luxury,Electric,10,36.00 - 130.00,353,478 km range,"EBD, Airbags, TPMS, Sunroof, Leather Seats, Cruise Control, Touchscreen, Ventilated Seats, Voice Control, Connected Car",36.0,130.0,83.0,EV,EV
Nissan,Magnite,2016,Electric SUV,Petrol,21,12.00 - 25.00,3115,17.0 kmpl,"EBD, 360 Camera, ABS, Sunroof, Leather Seats, Power Windows, Touchscreen, Connected Car",12.0,25.0,18.5,ICE/Hybrid,Petrol
Hyundai,Alcazar,2020,Electric SUV,Petrol,7,12.00 - 25.00,1492,25.0 kmpl,"ADAS, ABS, Sunroof, Ventilated Seats, Power Windows, Cruise Control, Voice Control, Wireless Charging",12.0,25.0,18.5,ICE/Hybrid,Petrol
Mercedes,C-Class,2022,Hatchback,Petrol,5,3.50 - 8.50,8802,22.7 kmpl,"EBD, Hill Hold, 360 Camera, ESC, Sunroof, AC, Ventilated Seats, Leather Seats, Voice Control, HUD, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Maruti Suzuki,Wagon R,2017,Compact SUV,Diesel,8,7.00 - 18.00,8373,21.0 kmpl,"ABS, ESC, Ventilated Seats, AC, Leather Seats, Cruise Control, Sunroof, Android Auto, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Diesel
Honda,WR-V,2022,SUV,Petrol,16,10.00 - 30.00,6651,18.3 kmpl,"360 Camera, EBD, TPMS, ABS, Leather Seats, Cruise Control, Touchscreen, Sunroof, Ventilated Seats, HUD, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
Nissan,Kicks,2018,Hatchback,Petrol,7,3.50 - 8.50,10417,19.2 kmpl,"360 Camera, ADAS, ESC, TPMS, Touchscreen, AC, Power Windows, Ventilated Seats, Leather Seats, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Hyundai,Aura,2019,Compact SUV,Petrol,2,7.00 - 18.00,10996,21.1 kmpl,"TPMS, ABS, Cruise Control, Ventilated Seats, Touchscreen, AC, Voice Control, Apple CarPlay, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Nissan,Magnite,2023,Hatchback,Diesel,11,3.50 - 8.50,12462,22.4 kmpl,"ADAS, ESC, Hill Hold, Leather Seats, AC, Sunroof, Voice Control, HUD, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Diesel
Audi,Q3,2016,Hatchback,Diesel,20,3.50 - 8.50,17592,21.2 kmpl,"TPMS, ESC, Ventilated Seats, Touchscreen, Cruise Control, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
Lexus,ES,2017,Electric SUV,Petrol,3,12.00 - 25.00,3623,15.1 kmpl,"Hill Hold, Airbags, EBD, TPMS, Ventilated Seats, Touchscreen, AC, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol
Tata,Harrier,2018,Sedan,Petrol,15,6.00 - 15.00,10510,21.2 kmpl,"Airbags, Hill Hold, AC, Sunroof, Cruise Control, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mercedes,GLA,2017,Sedan,Petrol,9,6.00 - 15.00,12282,24.2 kmpl,"Hill Hold, ABS, Sunroof, AC, Leather Seats, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Tata,Tigor,2019,SUV,Petrol,19,10.00 - 30.00,2994,24.9 kmpl,"ADAS, ESC, EBD, ABS, Sunroof, Ventilated Seats, Leather Seats, Power Windows, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
Kia,Sonet,2022,Hatchback,Diesel,7,3.50 - 8.50,12325,21.3 kmpl,"Hill Hold, ESC, 360 Camera, Ventilated Seats, AC, Leather Seats, Power Windows, Cruise Control, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
BYD,E6,2018,SUV,Electric,9,12.00 - 39.00,4494,460 km range,"TPMS, ADAS, Airbags, ESC, Cruise Control, Sunroof, Leather Seats, Wireless Charging, Apple CarPlay",12.0,39.0,25.5,EV,EV
Force,Gurkha,2020,SUV,Petrol,16,10.00 - 30.00,3550,19.1 kmpl,"360 Camera, ADAS, Sunroof, Power Windows, AC, Leather Seats, Touchscreen, Wireless Charging, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
BMW,X1,2023,Compact SUV,Petrol,11,7.00 - 18.00,6189,24.5 kmpl,"Hill Hold, 360 Camera, ESC, TPMS, Ventilated Seats, Power Windows, Leather Seats, AC, Voice Control, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Toyota,Camry,2016,Electric Hatchback,Petrol,6,6.00 - 12.00,3726,21.3 kmpl,"Airbags, ESC, Hill Hold, TPMS, Power Windows, Ventilated Seats, Leather Seats, Touchscreen, Cruise Control, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Petrol
Renault,Kiger,2021,Sedan,Petrol,4,6.00 - 15.00,10923,20.6 kmpl,"ABS, ESC, AC, Cruise Control, Sunroof, Ventilated Seats, Wireless Charging, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
Force,Gurkha,2023,Compact SUV,Diesel,20,7.00 - 18.00,8405,27.6 kmpl,"Airbags, TPMS, Leather Seats, Touchscreen, AC, Power Windows, HUD, Voice Control, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Diesel
Tata,Tigor,2017,Compact SUV,Diesel,8,7.00 - 18.00,7622,25.1 kmpl,"ESC, ADAS, EBD, Leather Seats, Power Windows, Sunroof, Ventilated Seats, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Diesel
Audi,Q5,2015,MPV,Petrol,14,8.00 - 20.00,4079,19.1 kmpl,"ABS, ESC, Leather Seats, Cruise Control, Power Windows, Connected Car, Apple CarPlay",8.0,20.0,14.0,ICE/Hybrid,Petrol
MG,Hector,2018,Compact SUV,Diesel,24,7.00 - 18.00,6883,19.5 kmpl,"Hill Hold, ADAS, Ventilated Seats, AC, Cruise Control, Power Windows, Sunroof, Apple CarPlay, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Diesel
Jeep,Meridian,2020,Sedan,Petrol,3,6.00 - 15.00,7275,24.5 kmpl,"TPMS, EBD, Airbags, Sunroof, AC, Ventilated Seats, Power Windows, Android Auto, Wireless Charging, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Audi,Q5,2023,Hatchback,Petrol,13,3.50 - 8.50,15867,16.0 kmpl,"ESC, 360 Camera, Sunroof, Cruise Control, Touchscreen, Android Auto, Wireless Charging, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Force,Gurkha,2021,SUV,Petrol,14,10.00 - 30.00,3893,23.6 kmpl,"Hill Hold, 360 Camera, EBD, Airbags, Touchscreen, Sunroof, Cruise Control, Power Windows, Ventilated Seats, Voice Control, Apple CarPlay, HUD",10.0,30.0,20.0,ICE/Hybrid,Petrol
Toyota,Fortuner,2023,Electric SUV,Diesel,16,12.00 - 25.00,4024,24.9 kmpl,"ESC, Hill Hold, 360 Camera, Touchscreen, Cruise Control, Sunroof, AC, Ventilated Seats, Apple CarPlay",12.0,25.0,18.5,ICE/Hybrid,Diesel
Maruti Suzuki,Swift,2019,Luxury,Petrol,7,30.00 - 100.00,225,18.0 kmpl,"ABS, 360 Camera, Leather Seats, Touchscreen, Cruise Control, Power Windows, Wireless Charging",30.0,100.0,65.0,ICE/Hybrid,Petrol
Nissan,Kicks,2019,Hatchback,Petrol/CNG,6,3.50 - 8.50,10691,27.3 kmpl,"360 Camera, EBD, Airbags, Leather Seats, Power Windows, Ventilated Seats, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Maruti Suzuki,Ertiga,2021,Compact SUV,Petrol,20,7.00 - 18.00,8061,16.0 kmpl,"ADAS, ESC, Hill Hold, AC, Ventilated Seats, Leather Seats, Touchscreen, Power Windows, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Audi,Q3,2016,Compact SUV,Diesel,5,7.00 - 18.00,8223,23.9 kmpl,"Hill Hold, ESC, Touchscreen, Cruise Control, Sunroof, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Diesel
Toyota,Urban Cruiser,2017,Hatchback,Petrol,11,3.50 - 8.50,11615,20.7 kmpl,"ESC, Hill Hold, ABS, TPMS, Leather Seats, AC, Touchscreen, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Skoda,Slavia,2021,Hatchback,Petrol,10,3.50 - 8.50,19013,15.0 kmpl,"ADAS, 360 Camera, Power Windows, Cruise Control, Sunroof, Ventilated Seats, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Kia,Seltos,2018,Hatchback,Petrol,7,3.50 - 8.50,16807,19.8 kmpl,"ABS, ESC, Power Windows, Touchscreen, AC, Cruise Control, Sunroof, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2015,Hatchback,Diesel,1,3.50 - 8.50,10749,19.6 kmpl,"Airbags, ABS, Hill Hold, Power Windows, Sunroof, Leather Seats, Ventilated Seats, Cruise Control, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Audi,A4,2021,Sedan,Petrol,6,6.00 - 15.00,8831,15.8 kmpl,"Airbags, TPMS, ESC, Ventilated Seats, AC, Leather Seats, Sunroof, Voice Control, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Maruti Suzuki,Swift,2021,Luxury,Petrol,3,30.00 - 100.00,177,20.3 kmpl,"EBD, Hill Hold, Airbags, 360 Camera, Power Windows, Sunroof, Ventilated Seats, Wireless Charging, Apple CarPlay, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Petrol
BYD,Atto 3,2015,Sedan,Diesel,15,6.00 - 15.00,9344,24.6 kmpl,"Hill Hold, EBD, TPMS, ABS, AC, Sunroof, Touchscreen, Leather Seats, HUD, Android Auto, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Diesel
Citroen,C3,2015,Compact SUV,Petrol,4,7.00 - 18.00,8060,22.8 kmpl,"EBD, Airbags, 360 Camera, TPMS, Cruise Control, Power Windows, Touchscreen, AC, Ventilated Seats, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Maruti Suzuki,Dzire,2023,Sedan,Electric,8,7.20 - 19.50,6884,481 km range,"ESC, 360 Camera, Airbags, ADAS, Cruise Control, Ventilated Seats, Power Windows, Wireless Charging, HUD",7.2,19.5,13.35,EV,EV
Hyundai,Exter,2023,MPV,Petrol,11,8.00 - 20.00,4553,16.2 kmpl,"ADAS, 360 Camera, TPMS, Leather Seats, Ventilated Seats, Sunroof, Cruise Control, Touchscreen, Connected Car",8.0,20.0,14.0,ICE/Hybrid,Petrol
Renault,Kwid,2023,Luxury,Petrol,15,30.00 - 100.00,188,22.2 kmpl,"ESC, ABS, Sunroof, Ventilated Seats, Leather Seats, HUD, Wireless Charging, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Petrol
Tata,Punch,2015,Luxury,Electric,25,36.00 - 130.00,240,455 km range,"TPMS, ESC, Leather Seats, Sunroof, Cruise Control, Voice Control, Apple CarPlay, Android Auto",36.0,130.0,83.0,EV,EV
Toyota,Innova,2017,Hatchback,Petrol,4,3.50 - 8.50,16697,19.9 kmpl,"360 Camera, ADAS, Cruise Control, Ventilated Seats, Leather Seats, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Lexus,ES,2023,Compact SUV,Electric,4,8.40 - 23.40,11976,313 km range,"ESC, 360 Camera, Power Windows, AC, Ventilated Seats, Cruise Control, Voice Control, Connected Car, HUD",8.4,23.4,15.899999999999999,EV,EV
BMW,2 Series,2023,Sedan,Petrol,11,6.00 - 15.00,13072,22.5 kmpl,"ABS, Hill Hold, AC, Power Windows, Ventilated Seats, Sunroof, Cruise Control, Wireless Charging, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
Skoda,Slavia,2016,Hatchback,Diesel,9,3.50 - 8.50,9735,25.7 kmpl,"ABS, Airbags, ADAS, EBD, Sunroof, AC, Ventilated Seats, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
Maruti Suzuki,Baleno,2016,MPV,Petrol,14,8.00 - 20.00,6351,19.1 kmpl,"360 Camera, ESC, Airbags, ABS, Leather Seats, Ventilated Seats, Sunroof, Cruise Control, Power Windows, Apple CarPlay",8.0,20.0,14.0,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2022,Luxury,Electric,18,36.00 - 130.00,439,397 km range,"ADAS, ABS, EBD, Cruise Control, Leather Seats, Touchscreen, Power Windows, HUD",36.0,130.0,83.0,EV,EV
Volkswagen,Taigun,2021,Hatchback,Petrol/Diesel,17,3.50 - 8.50,16659,20.3 kmpl,"ABS, ESC, Hill Hold, EBD, Power Windows, Leather Seats, Cruise Control, AC, Sunroof, Android Auto, Wireless Charging, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/Diesel
Volkswagen,Polo,2022,Hatchback,Petrol/CNG,12,3.50 - 8.50,14852,26.4 kmpl,"360 Camera, ADAS, ESC, AC, Power Windows, Touchscreen, Cruise Control, Ventilated Seats, Connected Car, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Mercedes,C-Class,2018,SUV,Diesel,9,10.00 - 30.00,6178,27.8 kmpl,"EBD, ABS, Power Windows, Ventilated Seats, AC, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Diesel
Honda,Elevate,2017,Compact SUV,Electric,25,8.40 - 23.40,6353,397 km range,"ESC, Hill Hold, Airbags, EBD, Power Windows, AC, Ventilated Seats, Cruise Control, Sunroof, Android Auto, Connected Car, Apple CarPlay",8.4,23.4,15.899999999999999,EV,EV
Skoda,Superb,2018,SUV,Petrol,24,10.00 - 30.00,5184,24.4 kmpl,"Airbags, TPMS, Touchscreen, Sunroof, Leather Seats, Android Auto, Wireless Charging, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol
Nissan,Magnite,2019,SUV,Diesel,1,10.00 - 30.00,3033,19.8 kmpl,"Airbags, TPMS, Sunroof, Ventilated Seats, AC, Touchscreen, Voice Control, Wireless Charging, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Diesel
MG,Hector,2023,SUV,Electric,20,12.00 - 39.00,4693,400 km range,"Hill Hold, ABS, ESC, EBD, Cruise Control, Ventilated Seats, AC, Touchscreen, Apple CarPlay, Connected Car, Wireless Charging",12.0,39.0,25.5,EV,EV
Skoda,Kushaq,2020,Compact SUV,Diesel,21,7.00 - 18.00,13214,19.0 kmpl,"Airbags, 360 Camera, ESC, Touchscreen, AC, Cruise Control, Ventilated Seats, Connected Car, Apple CarPlay, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Mercedes,C-Class,2016,SUV,Diesel,16,10.00 - 30.00,4687,18.5 kmpl,"ESC, TPMS, Leather Seats, Sunroof, Cruise Control, AC, Touchscreen, Android Auto, Connected Car, HUD",10.0,30.0,20.0,ICE/Hybrid,Diesel
Tata,Safari,2017,Hatchback,Petrol,10,3.50 - 8.50,15760,20.5 kmpl,"ADAS, 360 Camera, Cruise Control, Leather Seats, Touchscreen, Ventilated Seats, HUD, Android Auto, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Toyota,Innova,2020,Luxury,Diesel,25,30.00 - 100.00,220,23.2 kmpl,"ESC, EBD, AC, Power Windows, Sunroof, Touchscreen, Android Auto, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Diesel
Citroen,C3,2015,Hatchback,Diesel,22,3.50 - 8.50,12693,27.5 kmpl,"EBD, 360 Camera, Airbags, TPMS, Power Windows, Touchscreen, Ventilated Seats, Cruise Control, AC, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Audi,Q5,2016,Hatchback,Petrol,17,3.50 - 8.50,8928,17.4 kmpl,"360 Camera, EBD, Sunroof, Leather Seats, Power Windows, AC, Voice Control, Apple CarPlay, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Hyundai,Venue,2023,Electric Hatchback,Petrol,6,6.00 - 12.00,994,19.8 kmpl,"360 Camera, ESC, Sunroof, AC, Leather Seats, Wireless Charging, Apple CarPlay, Voice Control",6.0,12.0,9.0,ICE/Hybrid,Petrol
Skoda,Superb,2016,Luxury,Petrol,25,30.00 - 100.00,862,16.6 kmpl,"ESC, 360 Camera, ABS, Sunroof, AC, Ventilated Seats, Power Windows, Voice Control",30.0,100.0,65.0,ICE/Hybrid,Petrol
Toyota,Camry,2015,Electric Hatchback,Diesel,16,6.00 - 12.00,2136,18.4 kmpl,"TPMS, ADAS, ABS, Hill Hold, Leather Seats, Touchscreen, Sunroof, Voice Control, Wireless Charging, Connected Car",6.0,12.0,9.0,ICE/Hybrid,Diesel
Maruti Suzuki,Swift,2020,Electric Hatchback,Petrol,2,6.00 - 12.00,3116,17.4 kmpl,"ESC, EBD, 360 Camera, Sunroof, Power Windows, Ventilated Seats, Voice Control",6.0,12.0,9.0,ICE/Hybrid,Petrol
Renault,Triber,2022,SUV,Diesel,10,10.00 - 30.00,3270,21.1 kmpl,"EBD, ADAS, ESC, Cruise Control, Power Windows, Touchscreen, AC, HUD, Connected Car, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Diesel
Volkswagen,Taigun,2022,Hatchback,Petrol,4,3.50 - 8.50,11347,22.0 kmpl,"TPMS, EBD, AC, Power Windows, Sunroof, Ventilated Seats, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Renault,Kiger,2022,Hatchback,Petrol/Diesel,4,3.50 - 8.50,18247,19.6 kmpl,"ADAS, TPMS, Touchscreen, Ventilated Seats, AC, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol/Diesel
Toyota,Fortuner,2018,Compact SUV,Petrol,3,7.00 - 18.00,6531,20.1 kmpl,"TPMS, EBD, Hill Hold, ESC, Ventilated Seats, Cruise Control, AC, Power Windows, Sunroof, HUD, Wireless Charging, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Jeep,Meridian,2023,Compact SUV,Petrol,3,7.00 - 18.00,12322,17.9 kmpl,"ESC, 360 Camera, Airbags, TPMS, AC, Sunroof, Power Windows, HUD, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Force,Gurkha,2020,Hatchback,Petrol,21,3.50 - 8.50,10917,22.1 kmpl,"ADAS, ABS, Leather Seats, Ventilated Seats, Cruise Control, AC, Power Windows, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Audi,Q3,2015,Hatchback,Petrol,7,3.50 - 8.50,11533,17.4 kmpl,"ESC, EBD, Airbags, TPMS, AC, Leather Seats, Sunroof, Cruise Control, Power Windows, Apple CarPlay, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Renault,Triber,2018,Compact SUV,Petrol,17,7.00 - 18.00,12463,24.3 kmpl,"Airbags, ABS, TPMS, 360 Camera, Power Windows, Sunroof, AC, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol
Volkswagen,Taigun,2016,Sedan,Electric,18,7.20 - 19.50,9434,495 km range,"ADAS, EBD, 360 Camera, Leather Seats, Sunroof, Power Windows, Cruise Control, AC, Connected Car, Wireless Charging, Android Auto",7.2,19.5,13.35,EV,EV
Hyundai,Alcazar,2018,Hatchback,Petrol,6,3.50 - 8.50,11503,22.0 kmpl,"360 Camera, EBD, Hill Hold, AC, Power Windows, Cruise Control, Leather Seats, Ventilated Seats, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Audi,Q3,2019,MPV,Diesel,19,8.00 - 20.00,2438,26.1 kmpl,"TPMS, Hill Hold, Power Windows, Cruise Control, Sunroof, HUD, Android Auto, Connected Car",8.0,20.0,14.0,ICE/Hybrid,Diesel
Skoda,Slavia,2021,Compact SUV,Electric,24,8.40 - 23.40,6329,288 km range,"TPMS, ADAS, ESC, Leather Seats, Sunroof, Power Windows, Ventilated Seats, Touchscreen, Wireless Charging, Apple CarPlay, Android Auto",8.4,23.4,15.899999999999999,EV,EV
BMW,3 Series,2019,Hatchback,Petrol,18,3.50 - 8.50,11312,15.8 kmpl,"Airbags, ADAS, ABS, Touchscreen, Cruise Control, Sunroof, AC, Ventilated Seats, Android Auto, HUD, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Kia,EV6,2017,SUV,Diesel,6,10.00 - 30.00,6355,23.4 kmpl,"360 Camera, EBD, Hill Hold, ADAS, Leather Seats, AC, Touchscreen, Power Windows, Ventilated Seats, Connected Car, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Diesel
Lexus,RX,2021,Sedan,Diesel,7,6.00 - 15.00,7661,20.6 kmpl,"ADAS, Airbags, AC, Power Windows, Leather Seats, Touchscreen, Cruise Control, Connected Car, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Diesel
Mahindra,Marazzo,2022,Compact SUV,Diesel,7,7.00 - 18.00,13904,26.8 kmpl,"Airbags, EBD, Sunroof, Power Windows, Leather Seats, Cruise Control, HUD, Connected Car, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Toyota,Camry,2020,Hatchback,Petrol,4,3.50 - 8.50,11963,24.3 kmpl,"360 Camera, EBD, Power Windows, AC, Ventilated Seats, Cruise Control, Wireless Charging, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Force,Gurkha,2018,SUV,Petrol,14,10.00 - 30.00,5427,24.3 kmpl,"ABS, 360 Camera, Ventilated Seats, Power Windows, Sunroof, HUD, Voice Control",10.0,30.0,20.0,ICE/Hybrid,Petrol
BMW,X1,2019,Hatchback,Diesel,1,3.50 - 8.50,10799,25.7 kmpl,"360 Camera, ESC, Airbags, AC, Cruise Control, Touchscreen, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
MG,Comet EV,2018,Compact SUV,Electric,4,8.40 - 23.40,6113,428 km range,"ESC, Hill Hold, Airbags, Cruise Control, Leather Seats, AC, Ventilated Seats, Power Windows, Wireless Charging, Voice Control, Connected Car",8.4,23.4,15.899999999999999,EV,EV
Jeep,Meridian,2023,Electric Hatchback,Petrol/Diesel,7,6.00 - 12.00,2081,20.0 kmpl,"360 Camera, Hill Hold, ABS, ESC, AC, Ventilated Seats, Sunroof, Android Auto, Apple CarPlay, Wireless Charging",6.0,12.0,9.0,ICE/Hybrid,Petrol/Diesel
BYD,E6,2016,Hatchback,Diesel,7,3.50 - 8.50,19201,21.3 kmpl,"ADAS, EBD, TPMS, Leather Seats, Touchscreen, Cruise Control, Sunroof, Voice Control, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
Mercedes,A-Class,2019,Hatchback,Diesel,1,3.50 - 8.50,18929,28.0 kmpl,"360 Camera, EBD, Hill Hold, ABS, Power Windows, Touchscreen, Leather Seats, Ventilated Seats, Apple CarPlay, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Diesel
Audi,A4,2023,Compact SUV,Petrol,11,7.00 - 18.00,12728,17.5 kmpl,"ABS, ESC, TPMS, Sunroof, Ventilated Seats, Cruise Control, Touchscreen, AC, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Skoda,Kushaq,2019,Hatchback,Petrol/CNG,18,3.50 - 8.50,14547,28.1 kmpl,"ADAS, Airbags, Leather Seats, Power Windows, Ventilated Seats, Wireless Charging, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Honda,Amaze,2016,Hatchback,Petrol,11,3.50 - 8.50,14805,23.0 kmpl,"ESC, Airbags, Sunroof, Cruise Control, Touchscreen, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,C-Class,2017,Electric SUV,Petrol,1,12.00 - 25.00,2406,20.2 kmpl,"ABS, EBD, Airbags, TPMS, Leather Seats, Touchscreen, Power Windows, Connected Car",12.0,25.0,18.5,ICE/Hybrid,Petrol
BYD,Atto 3,2019,Compact SUV,Petrol,17,7.00 - 18.00,8302,16.4 kmpl,"Airbags, TPMS, EBD, Hill Hold, Ventilated Seats, Cruise Control, Power Windows, Sunroof, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
Lexus,NX,2019,Luxury,Petrol,19,30.00 - 100.00,164,21.0 kmpl,"EBD, TPMS, ABS, Ventilated Seats, AC, Leather Seats, Voice Control, HUD",30.0,100.0,65.0,ICE/Hybrid,Petrol
BYD,E6,2020,Hatchback,Diesel,12,3.50 - 8.50,10693,25.1 kmpl,"ABS, EBD, ESC, Sunroof, Leather Seats, Ventilated Seats, Connected Car, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Diesel
BYD,Atto 3,2015,SUV,Petrol,14,10.00 - 30.00,7043,20.9 kmpl,"Hill Hold, 360 Camera, TPMS, ESC, Power Windows, Leather Seats, AC, Ventilated Seats, Wireless Charging, Apple CarPlay, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
